Country,IndicatorName,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Bulgaria,Final consumption expenditure,11035041169,11795839794,12702595876,13733988626,14772441222,16091994571,17098434994,18203283076,19292962437,20314053858,21779239643,23066914169,23813378417,24892480193,25290954845,26811382341,28145227661,29543813904,32148675141,32162671009,30749747504,24864623056,23686327302,22591664945,21385767706,20836905066,18706133382,15797912460,16651242888,17964021018,19322935492,20529083965,21186170900,22676528344,24329591390,25452196553,27367984505,29859961704,30668432046,28633430537,28874187327,29390927637,30252929679,29857499497
Bulgaria,Household consumption expenditure (including Non-profit institutions serving households),10018301203,10709563641,11532993675,12467074665,13414161470,14610982334,15512387665,16545909371,17512323806,18385074021,19907353709,20852955074,21086136663,21753990938,22219802762,23206441098,24328660049,26137082911,28520539231,28702674845,27580453230,16221911146,16393055291,16260030880,15842559746,15776495999,15156170846,12511369677,12738676887,13916426191,14951432143,16046722471,16643108191,17710266046,19159346641,20233420718,21976697430,24452344620,25346306625,23729264750,23855536713,24284316525,25228948940,24660074140
Bulgaria,General government final consumption expenditure,1156406841,1235635185,1330462418,1440572373,1545565175,1684869641,1801263602,1889989534,2024483033,2179665236,2162649313,2495973553,2968874772,3358824779,3308195185,3817093898,4035655720,3703908840,3960367716,3811398187,3520807597,8245382057,7020131308,6141132131,5413370927,4972078168,3581976735,3281240084,3856699961,4006766615,4325599949,4451754547,4520754478,4930769575,5149881681,5218775834,5415983474,5487761728,5430436642,5012555292,5119740200,5209717731,5156163625,5301075966
Bulgaria,Gross capital formation,95491443.27,102066582.7,109997677.1,118774206.3,127790797.4,139671358.5,147291534.5,157602181.7,169122199.5,170978486.1,191389667.4,209575991.1,206259955.2,205605726.2,214598582.1,213682972.3,248111715.3,241331263,280060624.4,260565953.5,217447619.5,114852404.4,102226692.3,81549445.29,73295951.57,128558960.7,58517476.74,1718633563,3266512025,3589379020,4008043070,4675982236,4966439165,5796196006,6652919760,8225045316,9924424868,11288691233,13155197513,9954069525,8134933671,7841675420,8040030623,7857661655
Bulgaria,Gross fixed capital formation (including Acquisitions less disposals of valuables),1464979487,1566294741,1687563846,1821615191,1962718092,2141142653,2256744873,2430993364,2578171210,2615265448,3009875664,3088341953,3141784700,3162942987,3131604233,3317451481,3531024721,3728692880,4118828342,3884718303,2877041339,1703618870,1578795162,1303280213,1317147044,1529177725,1204924033,2040643905,2628984783,3108142049,3606157083,4328133899,4678582785,5279356857,6004594538,7611764357,8601736405,9729520654,11868079108,9801333902,8005929583,7636820166,7786244002,7780094375
Bulgaria,Changes in inventories,-1374028297,-1469082494,-1582796261,-1708486409,-1841010576,-2008106784,-2116446843,-2280927913,-2417035993,-2452390621,-2827828838,-2888312087,-2945257254,-2967141549,-2926679132,-3114057735,-3293801544,-3498922788,-3851497402,-3636169407,-2668418919,-1594034692,-1481463545,-1225780267,-1247971518,-1405269823,-1150201961,-323495022.2,638826604.3,481941466.4,402225813.9,347845682,287584433.8,517118369.6,648827417.3,613280958.8,1324610284,1561536854,1288128404,150791479.4,127429033.8,203602484.8,252646454.9,75890766.14
Bulgaria,Exports of goods and services,3404260599,3639120761,3918471471,4236931097,4558019267,4962539773,5275975267,5619283571,5940265094,6279227245,6731690992,7047836035,6938045806,7775809471,8685469271,9510682004,9271266323,10017181356,12416127304,12233007710,7932072221,8655624059,9149174626,9368470791,9627823062,11819523932,13219088897,14157238450,11698366653,9625042638,7973315756,8070186789,8785018848,9352751129,11644914459,12703007793,13676461545,16360145303,16765526235,14801349225,17345756877,19342141134,19492902039,21283724587
Bulgaria,Imports of goods and services,3876354307,4143419091,4466774547,4819622476,5188283821,5677036375,5963506510,6408911723,6896948832,6838211878,7882014998,8615016040,8346367753,9161972683,9994861803,11103565827,11860373236,11786034234,14612045064,14720110900,9964440271,5957148737,7177501388,7844942749,6815438416,8546901375,8386081839,8348616181,8161684198,9506167560,8588237383,9667051163,10275207090,11832000326,14937105777,17080282483,19798663392,24276390711,25457202613,19981790236,20798890591,22576313398,23592314495,24749426409
Bulgaria,Gross Domestic Product (GDP),11162993940,11932855591,12847066302,13896002801,14944939300,16263327378,17321887148,18409316730,19439006688,20728524954,21912187242,22985919832,23522541205,24329436397,25155771970,25830812184,26917669982,28547404040,31671829447,30629863634,27837223433,25486271031,23632810552,23282994196,23706281582,24384326150,22182408169,21940881844,22700654411,21418923986,22712272465,23575082540,24631300774,25950841054,27653142333,29299967178,31195792606,33350605735,35269833734,33502131374,33721679817,34390044571,34559308886,34927664500
Bulgaria,"Agriculture, hunting, forestry, fishing (ISIC A-B)",1183890149,1264724623,1361655362,1475593411,1580910482,1723882165,1849710032,1924957457,2073082651,2262391182,2145281174,2594859577,2743643846,2391997046,2700944885,2081691806,2361356925,2286406876,2464386043,2275694055,3463025919,2607962054,1825383520,1537827995,1811111407,2052070645,1662652343,2257758545,2313590301,2467325241,2198572633,2209323847,2324302503,2277447523,2360253430,2160010800,2145873496,1568706085,2069894208,1882076083,1761682138,1734943797,1608287300,1660589152
Bulgaria,"Mining, Manufacturing, Utilities (ISIC C-E)",4608376789,4926907734,5301632169,5737940627,6173229233,6701022618,7165425992,7612229507,7949313672,8676015716,9049856738,9085151979,10524197888,11404000618,11736357181,12623055204,13542384656,13714009813,15088661032,14203186954,11005714882,7849001417,6904171477,5583986852,5244927185,5566415142,3907027706,3859479314,4204684904,3805271948,4346147094,4576850229,4824551344,5220513656,5419511244,5643521938,6046346772,6748450389,6899346507,6376588555,5810381288,6818509405,6991572537,6992671810
Bulgaria,Manufacturing (ISIC D),3314398133,3543489285,3812995460,4126793572,4439858169,4819453358,5153457636,5474803783,5717238994,6239891222,6508761497,6534148458,7569124139,8201886771,8440935098,9078635269,9739831127,9863335712,10851838530,10215101086,7915654854,5644777296,4965707870,4016503562,3771058643,4004577922,2810947609,2776687652,3025139464,2737752748,3126647234,3293210915,3471004624,3754788703,3901647473,4058678762,4344973368,4872327806,4946286173,4571510036,4253979656,4784599851,5012404948,4960001987
Bulgaria,Construction (ISIC F),922301666.2,985820957.7,1061288559,1148374681,1234331660,1343279787,1433115341,1517771759,1605791767,1723588637,1787602858,1909880847,1994293742,2071357128,2109193770,2196457132,2252535102,2384141125,2628143510,2489672624,2034906871,1236812715,1413206868,1294274974,1163787613,1184374008,836668465.9,747290386.3,1035723042,1171955708,1181836156,1243702116,1278058642,1306658348,1379387665,1514974589,1734169490,1964545396,2307058292,2299369387,1883920335,1843284143,1806186091,1794853716
Bulgaria,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",1170765300,1252332601,1350762195,1452792169,1571544823,1719390139,1780081875,1969431357,2088151950,1946280421,2621265083,2499544501,1254060726,1368543763,1160810946,1560486614,1094742770,2149273022,2253831905,2471268347,2309074531,2304196063,2196839367,2155943859,2481253170,2540457334,2282799288,2202992197,2204948705,2323440199,2511200239,2766443163,2976313722,3140425218,3386469759,3707786111,3990882848,4278794637,4623656905,4361406381,4923953309,4887256735,4937663619,5082545160
Bulgaria,"Transport, storage and communication (ISIC I)",937145590.6,1001687956,1078646464,1166556543,1254201372,1366298946,1453561076,1543412983,1638313765,1733437917,1832091940,1967658078,1920939644,2076500679,2055629771,1960863260,1888244905,5235647562,2966899011,3262957322,2475849625,2037508320,1779213767,1764608486,1857676767,1665243255,1625627774,1568794065,1570189834,1654569430,1788270091,1970051129,2119491518,2236325633,2411653316,2640336877,2841818862,3047560843,3292010769,3105290265,3509582291,3475960718,3515581312,3616795330
Bulgaria,Other Activities (ISIC J-P),2062690222,2204653794,2374277549,2567593751,2760057995,3008369672,3198587213,3394876687,3613120132,3807562023,4024736783,4372978566,4166771723,4216964010,4453945554,4742747617,4869839667,5060147944,5612134380,5493856488,5896095903,11952505524,9474008437,10807653842,10911421600,11471178108,10208125590,9288220321,8766426865,7407195513,7835894496,7809660091,8217947531,8407932614,8706014804,9193212985,9759367903,10603560600,10492905566,10797668473,11094467905,8111452976,10793647542,10874792597
Bulgaria,Total Value Added,10900029490,11652002347,12545022206,13567730101,14594120125,15882203002,16906821761,17985426678,18985766486,20199038626,21469173978,22429970081,22764472050,23723194204,24439810786,25450922130,26372182206,30776276557,31252621382,30355140570,27259451755,28405319781,23915228222,23521352239,23779931543,24832790299,20790523879,20108079264,20258531974,18866132486,19930536207,20607899178,21763213206,22613552797,23665967131,24859843300,26521911764,28283413779,29665728474,28859204646,28926240579,26680281046,29629323126,29975464424
Burkina Faso,Final consumption expenditure,1285738086,1163567539,1506988154,1439172313,1475088339,1685325187,1606075965,1850872583,2012647110,1980474461,2040612436,2178587329,2247385333,2112262091,2000016703,2083452834,2349251865,2292342838,2412492791,2373304954,2342709213,2470701057,2473099287,2583892067,2281282715,2565267126,2936494513,2997639925,3344011572,3613705972,3794784209,3978782358,4165996491,4451548453,4682272415,5023065442,5276716596,5429687474,5818294833,5924285938,6116717128,6382523095,7082164814,7438158798
Burkina Faso,Household consumption expenditure (including Non-profit institutions serving households),1119124293,958332257.7,1289785029,1198256786,1211202652,1272635639,1265722226,1469986931,1613704798,1558339388,1611248731,1753684930,1763663397,1661275158,1565177935,1637678852,1869051616,1772680914,1872374744,1837897294,1783273383,1877151740,1890444251,2016307711,1612547700,1885874950,2231749242,2286399988,2589123541,2985203367,3049179341,3136860071,3271432167,3537138139,3688665844,3943119652,4045744550,4118915887,4486859493,4558008452,4665624749,4820877521,5387330630,5809887252
Burkina Faso,General government final consumption expenditure,176332600.7,209211487.4,226654559.8,246978047.4,268598725.6,408233631.2,340791669.3,382394324.3,401931104,422459134.5,430192296.7,428751116.4,483674143.2,451265163.6,434410385.1,445965396.3,482402377.8,517288849.5,538220732.5,533181575.5,554501086,588030861.5,578146361.2,566517537.3,652958461.6,668075932.7,698248745.2,705332065.8,751707821.7,641639134,751823236.1,843117521,894662905,918185816.5,994763238,1079945790,1222432468,1298080347,1324309521,1358084853,1439055048,1544881822,1679595517,1625697327
Burkina Faso,Gross capital formation,140749559.4,328646612.3,237868199,268739269.1,325853274.9,284627368,281179616.1,263862145.9,294557990.9,509554126.3,467229423.1,469435698.1,494682640,420587576.3,401709017.5,710512737.9,625828009.4,594890554.4,638674918.7,672234191.9,679575282.9,776058193.5,696092737.7,702909465.1,878309104.1,809093103,914637472.4,1073861240,1036735697,890446115.8,801178508,853351208.6,857904235.1,1013243097,1113003624,1316282337,1316733948,1420396908,1603876069,1801402692,2128176329,2612165015,2720569863,2913738483
Burkina Faso,Gross fixed capital formation (including Acquisitions less disposals of valuables),82183592.83,220761567.1,144516012.8,172047516.4,197158439.2,174449468.8,172671353.6,172744291.8,187185071.5,383585984.4,346466349.8,364671332.6,382580619.9,340562297.5,328044523.8,466717562,466717562,488594947.7,489202652.9,547947484.9,495279704.5,567191481.6,542883275.3,524652120.5,643964900,588258593.8,640113481.3,735029743.5,742276829.3,711677312.1,735853549.9,712502098.3,725279778.9,833617717.2,926780914.9,1075486753,1098493439,1197101669,1300513150,1500738078,1771698775,2197034091,2333469908,2499153270
Burkina Faso,Changes in inventories,202504552.5,317376332.9,311939110.1,305156386.7,431698969,365044756.1,358818431,279048600.3,341969254.3,269619438.4,275544477.3,187605332.1,206868838.9,93554395.9,74442587.54,742994553.1,354830551.2,95193063.05,292611572.1,130035829.3,447353012.5,502279269.5,266670524.9,396108794.5,557459176.1,540231966,744718920.2,963324456.8,754121718.9,248392253.8,-290991045,73920395.07,25969316.54,154478806.3,109968467.4,240795585,118951751.2,63001839.25,347030096.5,174010267.9,212429405.5,140004558.3,-97949378.8,-104904078.5
Burkina Faso,Exports of goods and services,133720623.6,134645725.1,181088612.8,167361100.4,180591914,176689724.3,162416615.4,169760602.7,213510263.5,275306108.4,290109057.4,327926041.2,275919305,245786441.1,259228860.2,256422267.4,269243380.8,337889758.6,326938391,267907848.1,340026610.9,338423971.7,294885607.5,315185703.7,435650748.1,435116535,353708668.4,378752238.4,513891735.4,471889983.4,466574733.9,425035747.2,413537091.5,411346888.2,519580324.6,532286174.6,665194120.8,700290793.1,741098019.8,872974967.8,1445552870,1752948024,1999938400,2192073697
Burkina Faso,Imports of goods and services,327269175.2,388492173,417268198.4,433809955.5,455175766.9,526556773.3,476609159.6,587771256.6,641905428.3,839931325.8,893801516.4,958833185,943134847.4,816494229.6,751593045.9,938102876,995951414.6,968393646.2,992762912.5,873421832.8,922160365.4,914189110,804185786.6,854518570.2,730166987.2,819217296.7,913916424.2,923922741.9,1125309309,1021718081,1039007581,972757743.8,970318775.3,1067120384,1282730076,1408926795,1430377527,1478843244,1750983745,1983021992,2427135047,2979103844,3452483445,3688422119
Burkina Faso,Gross Domestic Product (GDP),1298816679,1293082438,1583200885,1501146993,1583918841,1621646012,1605570940,1719074794,1919854819,1932137829,1904077339,2035886288,2064891920,1965920259,1924129669,2088014816,2254009421,2248647838,2379041532,2430298264,2415500295,2634681801,2640686774,2732262609,2768077982,2926351907,3248682302,3453896181,3706297037,3937632303,4011993461,4277322867,4463516347,4811769165,5027280448,5462718534,5804326845,6042955917,6393458951,6582816776,7138832491,7611909606,8217817611,8771698518
Burkina Faso,"Agriculture, hunting, forestry, fishing (ISIC A-B)",438963544.7,444039565.4,442732840.9,417918780.9,480607276.7,476687037.7,494974409.8,466242477,492358561.9,460647539.3,436349377.5,476446568.3,467166115.1,466820880.4,466012304.4,572485404.6,644329132.2,578866939.2,682618339.4,673354821.5,629301647.6,759196753.8,778547213.4,854919771.8,859448602.8,914206286.2,1028803100,988677520.1,1152327176,1250858825,1283040614,1372891618,1622998989,1855445596,1757011629,1927983735,2293608886,2146499233,2499842017,2742853101,3065708215,3017088712,3403474796,3625528194
Burkina Faso,"Mining, Manufacturing, Utilities (ISIC C-E)",215167326.8,222553294,236113934.7,256249150.4,245198919.9,273341264.4,292234933.6,271571071.2,286260554.4,288402252.4,314392020.4,313095519.9,336565462.2,312246390,310793157.9,313428306.8,332096694.8,353704666.3,351147326.1,348137197.1,394935573.7,383475082.8,405876123.1,432794967.1,392706643.3,411018969.5,410473060.6,498701585.3,531701866.8,549473937.9,454767634.8,445533225.6,443438629,596680416.2,649285498.5,663789851.1,615164673.9,663710939.2,586711783.1,693417843.2,867830324,1374793042,1116289426,1280706677
Burkina Faso,Manufacturing (ISIC D),176950187.8,182243161.7,199276562.3,209494029.6,212899768.9,223121708.7,231638293.2,235043996.9,243560830.8,252286165.6,268925953.6,275004726.9,287922120.1,276148765.7,273604560,274398557.1,288244355.9,307334775.3,301880369.8,304607572.6,350550450.2,339851423.9,360410337.2,383906238.2,355165716.5,374046351.2,367754281.8,449850177.6,471926224.3,483753484,391235202.8,383150242.9,383360153.9,506335846.8,561258049,577394112.1,531399899.5,585966607.2,463730681.4,470574796.3,485911843.3,620664560,605625625.5,652910483.9
Burkina Faso,Construction (ISIC F),84941674.9,89756605.97,80957426.54,104121878.3,69853932.28,111786896.8,136177465.2,79471189.62,92727196.28,77717655.18,101228195,77948150.66,105092384,67684322.16,71751889.6,77026168.71,95961002.55,109380836.2,107174836.2,108829336.2,100373002.7,110851502.9,109748502.9,110851502.9,124822836.6,110300002.9,105621891.5,123817251.8,117826792.7,209731250.3,232150541.5,249241250.4,183086433.2,179763927.8,218468067.9,224341510.7,267362621.7,286849954.3,320909445.2,369390591,366544362.1,544018352.1,490134948.3,533487290.9
Burkina Faso,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",202030986,202722827.3,217963714.4,208987207.9,244092852.1,233360372.5,251885793.4,292313526.7,305341733.5,371972768,380377098.7,400677306.3,390426484.8,382234780.3,377836775,389161918.4,407606398.7,401790571.6,410929728.5,419071886.5,378194930.1,416413222.7,391820582.2,384176923.7,335656308.8,347287963,460689213.6,457012027.9,437990526.9,365489211.3,418773550.9,409790933.9,424291143,474838726.2,541597949.5,601841086.2,680725979.9,729776779.7,783245102.8,1010871171,1112163737,1078172763,1235400079,1309221242
Burkina Faso,"Transport, storage and communication (ISIC I)",26465709.69,26576456.44,28547639.54,27361242.24,32072633.56,30477853.52,32939026.33,38823206.29,39151702.45,48825335.56,52878678.61,45797407.78,50046707.14,52290809.65,42232613.36,44283443.88,48582807.37,49012743.71,52237266.33,55891725.29,57826438.86,58686311.55,59331216.08,59976120.6,65995229.48,74378988.27,85136862.01,103289226.9,116861761.1,165974735.4,163487732.2,149232270.6,199949010.6,200428287.3,228739847.6,222783122.7,273016558.5,347340697.4,373723068.3,352147561,432170662.6,388727651.6,452257505,487238975.9
Burkina Faso,Other Activities (ISIC J-P),161782752.7,162322593.9,174655948.5,167257995.4,195396869.4,187410692.7,200851135,234151943.8,247602961.9,290310764.5,308895980.8,336909099.4,355215593,364938734.2,417088236.3,453676271,475796294.6,504876517.4,516042494.7,558936319.5,601766889.1,612251763.1,612004133.7,616374081.5,618086792.5,675376368.9,680069291.9,775546243.7,831344078.8,880668770.9,1029910349,1187423258,1118799022,1216181787,1305329560,1371709382,1519272708,1585724856,1610002067,1943137910,2033785352,2252248285,2399489371,2551866821
Burkina Faso,Total Value Added,1144501420,1164222561,1199766795,1206636410,1285222033,1337606800,1437320272,1408495428,1491033058,1570254976,1634099098,1687412811,1746484859,1682003994,1721425020,1878941021,2032621950,2034779236,2149338905,2194022338,2201063775,2370031577,2387614924,2487804812,2417038397,2551532907,2785595954,2980037418,3212994679,3443708272,3589034924,3813342855,3969626842,4510232962,4707962310,5012448687,5618790256,5751110905,6130146580,7079231623,7853732390,8725492660,9099446859,9805939945
Burundi,Final consumption expenditure,632188388.7,642857901.2,611909590.9,646158767.4,624849489.8,661741183.4,695996414.5,788013319.7,785731384.2,818571870.5,839023535.3,868098039.9,874118694,874375648.4,879060474.4,968871141.3,1008542606,1039298922,1174995531,1136348992,1274552390,1330595182,1295895661,1195460855,1240416152,1117631412,987192187.7,959581236.2,1093539651,1014707112,1033393959,1031991542,1088104051,1078675369,1103780459,1166814573,1297090067,1370113059,1612187326,1971048452,2233252582,2191107303,2415732230,2554406238
Burundi,Household consumption expenditure (including Non-profit institutions serving households),602101119.7,610798110.5,577939007.4,613229159.1,591383961.7,627986651.4,653860769.7,747530328.2,740739370.9,776189309.8,800454142.4,824913002.4,827229917.3,821762911.2,827606558.6,914987348.2,952719961.8,982303426.6,1108755701,1070679280,1179856660,1228185980,1187203887,1086918154,1151825965,1028350221,900937628.8,887153283.1,1020314991,945831996.5,919254117.4,895537361.2,949180049.1,935416938.4,947857983.7,1005013820,1135158025,1178630651,1329159901,1638872431,1821269957,1781308186,1997737131,2117601359
Burundi,General government final consumption expenditure,30087269.01,32059790.71,33970583.41,32929608.24,33465528.07,33754531.96,42135644.76,40482991.45,44992013.3,42382560.7,38569392.88,43185037.52,46888776.69,52612737.22,51453915.8,53883793.17,55822644.5,56995495.24,66239829.74,65669712,94695729.16,102409201.6,108691773.4,108542700.7,88590187.82,89281191.28,86254558.9,72427953.11,73224660.59,68875115.75,114139841.8,136454180.9,138924001.6,143258430.4,155922475.7,161800753,161932042.8,191482407.7,283027424.6,332176021.3,411982624.8,409799116.8,417995099.2,436804878.6
Burundi,Gross capital formation,42759295.03,77019074.11,23691466,48317629.5,81555472.65,58973181.02,88048504.63,129337208.9,148766454.3,154760981,148006233.7,180209678.3,186179279.6,214407144.2,234384745.4,212500361.3,219392197.5,218445037.4,141066356.2,158407460.1,82947202.78,83927962.12,96587154.49,113606172.6,64287650.61,59954662.96,82827366.87,80052650.08,87961851.91,191536932.5,86727923.05,100925284.1,105951363.2,194431346.6,250252586.2,204331236.7,220281092.6,210319713.7,207368467.9,294720533.9,378970648.3,398032871.9,499479401.7,636836237.2
Burundi,Gross fixed capital formation (including Acquisitions less disposals of valuables),42759295.03,77019074.11,23691466,48317629.5,81555472.65,58973181.02,88048504.63,129337208.9,148766454.3,154760981,148006233.7,180209678.3,186179279.6,214407144.2,234384745.4,212500361.3,219392197.5,218445037.4,141066356.2,158407460.1,82947202.78,83927962.12,96587154.49,113606172.6,64287650.61,59954662.96,82827366.87,80052650.08,87961851.91,191536932.5,86727923.05,100925284.1,105951363.2,194431346.6,250252586.2,205255812.4,204308122.3,204131528.3,206467931.2,285092926.8,363700355.5,444732794.7,499479401.7,636836237.2
Burundi,Changes in inventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1019807.032,17618186.28,6825568.464,993292.049,10619250.62,16843132.94,-51510014.86,,
Burundi,Exports of goods and services,21824900.19,21267049.92,26364373.67,23873876.28,22152736.36,26171373.34,22411832.69,19144046.31,26084126.62,30393586.02,19374060.4,26446332.72,30906491,32677863.88,28082869.75,33891386.49,30004941.52,32233698.74,32050837.86,30626169.01,64898625.12,79762507.2,84529258.35,68282266.43,54169876.37,69494534.4,34976599.16,57540003.28,44052626.51,46523978.86,49003706.93,51948829.72,45278599.98,59948866.38,57766727.64,69343179.86,76304310.54,87394596.44,153978842.3,123392952.5,197213852.7,164653845.6,215498953.1,243729316
Burundi,Imports of goods and services,90567080.43,108655279.7,103961076.8,97608384.82,103961076.8,133096171,124357582.5,152542197.6,164287403.7,192316838.5,169495641.2,166634505.1,206380049.7,221481029,222072653.7,198630735.4,188214260.3,179999405.2,169431196,151124679.8,219873625.9,231907392.2,201336929.5,165786105.8,200552662.5,200392220.4,116648311.5,112239005.3,174239831.8,171783050.2,174737718.7,182338809.4,182758188.7,266242129.3,276572323.9,322676930.3,416084042.7,415347155.8,550497013.4,555305731.8,687162250.6,701317792.9,917884727.4,991315505.6
Burundi,Gross Domestic Product (GDP),616130806.3,636142772.4,598093828.5,639372018.5,635983650.1,636114692,702253397.3,765799345.6,803099478.7,816175585.6,801292972.9,888735342.7,884907048,912416481.1,911508548.2,1018026871,1056908866,1100180765,1154006767,1171125046,1212112339,1276760350,1299815111,1208457662,1171181854,1088951629,995217693.2,998995454.9,1043845723,1033411905,1024104788,1045616253,1092663114,1079549831,1127051160,1116887484,1177591428,1252480213,1423037623,1833856207,2122274832,2211834830,2305395444,2411904713
Burundi,"Agriculture, hunting, forestry, fishing (ISIC A-B)",346056202.2,358275801.7,321109447.2,360701357.8,345951630.4,362800445.8,376721250.3,380585306.5,391164913.8,400890092.9,398599715.1,454831454.3,420323238.1,438783046.9,422920324.9,478443615.6,498195694.7,524091285.1,532406981.4,520838444.3,549829628.3,561539520.6,579171861.5,553804134,499918991.8,466074476,473112200.6,488866836.9,498301966.8,493119626.4,467582686.3,451484103.5,470601693.9,429188744.9,414167138.8,456412187,470872551.4,445234066.4,474797375.4,652231779.4,758427623.4,764495044.4,804248786.7,835614489.3
Burundi,"Mining, Manufacturing, Utilities (ISIC C-E)",73271658.38,80785570.81,80673728.2,87025119.26,89123938.64,88782919.17,97248112.72,100119077.4,110053453.7,121374682.6,138778460.3,152066600.3,166127607.1,171521873.7,174165136.1,190376666.8,192896385.5,207191550.9,208342232,209840559.6,225553605.5,246484221.6,267607913.4,230089283.9,187591793.2,156470314.7,162541362.9,160833294.2,158276044.8,165540915.3,155227464.9,145556558.2,136488163.7,145176449.1,148616531.5,152037233.3,158638704,149735039.7,176107637.9,188641186.5,259359210.5,280077159.9,305521709.9,335596527
Burundi,Manufacturing (ISIC D),64474006.33,71561115.61,70760880.82,76836915.01,78935734.39,79228035.72,87431640.24,89448998.6,97992822.7,107317714.3,120701281.7,132258516.3,144487923.9,149179590.8,151478505.8,165578237.1,167770061.4,180202785.3,181203293.7,182508175.4,196171758.7,214375844.9,232757764.2,200108057.7,163155080.3,136110827.7,141325632.9,139900242.4,137751929,143731113.4,135196983.8,126891770,117656059.7,127622867.4,129920079.1,132778320.8,141272398,129322256.7,157615198.7,160723622.3,236935475.2,254468700.4,278643227,305671620
Burundi,Construction (ISIC F),10665968.88,9538864.267,9244630.643,8255151.439,9306324.79,9733438.116,12685265.76,24824775.61,29779290.19,27997278.48,32529425.43,35644140.96,38939991.94,40204450.53,40823995.23,44623842.28,45214780.01,48565214.26,48834578.3,49187532.37,52868117.62,57773654.17,62735152.72,53923227.97,43968785.37,36699299.58,38057967.38,37710299.94,37198494.61,38560884.1,36547241.98,34451324.63,30939965.72,35271560.92,35730091.21,37123564.77,40676709.31,51938041.71,59939320.09,72880606.61,88622433.01,93319421.96,98172031.9,107007514.8
Burundi,"Wholesale, retail trade, restaurants and hotels (ISIC G-H)",31310362.64,34354700.59,35611628.16,32157551.62,34200306.34,30880829.91,30868953.43,32282254.67,34121129.8,37248603.12,37844406.58,42295643.44,45014511.09,46558393.49,49374282.5,55192858.77,56755165.45,58054498.86,59688510.62,61986054.35,69141815.74,70747020.69,69887964.02,67964661.66,68976311.78,66482508.11,55296239.12,56026242.51,61644227.52,62031407.05,64661960.33,75176031.62,85089452.52,88833388.44,98960394.72,109944998.5,118342919.9,125349354.8,95919184.68,116674985.3,133968249.8,145221582.7,153063548.2,162094297.6
Burundi,"Transport, storage and communication (ISIC I)",4930714.395,5646329.823,7032059.121,5398139.501,6041366.086,7880042.721,7474665.195,8833507.207,10109619.11,12411584.35,11635989.59,13004606.68,13840577.28,14315272.09,15181065.93,16970115.61,17450459.84,17849945.48,18352447.14,19058739.96,21258880.44,21752945.59,21487873.35,20896859.41,21210007.18,20438160.3,17002542.79,17233020.71,18936815.08,19084466.78,19910254.2,23004897.9,26293572.96,27424196.59,29727829.11,32849251.16,35873538.38,58034694.09,43690826.19,86297125.05,80395558.15,85460478.32,89818962.71,94938643.59
Burundi,Other Activities (ISIC J-P),106461056.6,99203566.85,94502445.88,86924402.28,91960481.3,89565321.9,92301646.21,101413781.6,109984141.4,118092303.6,120093461.2,134218755.4,142846597.8,147746103.9,156681635.8,175145760.7,180104890.8,184226001.4,189411265.6,196708995.5,219402021.8,224503581.8,221808461.9,215621399.9,218907635.8,211088680.9,175227963.2,177995620.6,195992746.6,195422550.4,207016435,239561289.1,260842862.5,298700291.7,311012339.4,273195486.3,258945791.8,329479234.7,456423245.8,518387181.6,598526382.1,618239622.5,625558514.7,644176427.6
Burundi,Total Value Added,584209950.3,598533908.6,558394577.6,589862778.9,586529767.1,599329675.6,627282510.8,659026816.8,697107564.3,730786476.2,752469818.6,846577241.8,842541683.4,875108192.6,876091889.1,979695242.3,1010096099,1059902926,1077521242,1078894818,1161782860,1207081479,1246688279,1165619475,1064248846,980083124.5,940189548.9,957915915.7,991547323.4,994895210,973335305.8,995143262.4,1038466416,1056899697,1071850964,1060545688,1111385333,1195404304,1356240724,1731718326,1984229204,2053677226,2144039024,2249096936
Cabo Verde,Final consumption expenditure,188158776.4,198140595.7,202575527.8,205728272.1,210791999.1,176075506.3,178327143.3,169191935.1,185691138,193210306.3,208798723.7,210258152.7,223032595,247331148.9,268330794.5,289997006.3,314965558.4,313490726.9,337790038.3,350789847.9,352077605.9,376419880,394820959.3,413369973.6,431187589.8,479983710.7,502349534.6,539369509.3,586294453,648765328.3,689531643.6,706097850.1,757709827.7,830725717.2,905005091,927661600.7,972524502.4,1024007592,1045478267,1111760293,1106000287,1139718886,1144325190,975185308
Cabo Verde,Household consumption expenditure (including Non-profit institutions serving households),149222323.5,157306932.9,160769186.1,162970505.2,166456100.9,140145276.1,142336986.1,134028851.2,145736475.6,150177058.7,172534573.7,170295545.8,169916981.8,185082189.7,198901392.4,211711091.2,221233431,229901575.2,255029163.2,270174957.6,270948263.4,294276863.6,302398193.2,310325387.5,329188874.2,364521511.3,394483070,414430479.1,463647386.7,507416855.8,547426780,568978719.8,607456949,655278821.2,711573887.7,721462504.8,771977338.4,800618792.6,813532911.7,863007535.6,852329304.5,870766483.7,884820539.5,716553063.3
