VariableCode,RegionCode,YearCode,AggValue
emp,AUS,1950,3.44593763351440000
emp,AUS,1951,3.53557419776917000
emp,AUS,1952,3.59859800338745000
emp,AUS,1953,3.65538620948792000
emp,AUS,1954,3.72791099548340000
emp,AUS,1955,3.80272603034973000
emp,AUS,1956,3.88122105598450000
emp,AUS,1957,3.93202757835388000
emp,AUS,1958,3.96689510345459000
emp,AUS,1959,4.01570892333984000
emp,AUS,1960,4.14023494720459000
emp,AUS,1961,4.15218925476074000
emp,AUS,1962,4.25181007385254000
emp,AUS,1963,4.37334728240967000
emp,AUS,1964,4.52277803421021000
emp,AUS,1965,4.66822481155396000
emp,AUS,1966,4.87433958053589000
emp,AUS,1967,4.98701095581055000
emp,AUS,1968,5.10874700546265000
emp,AUS,1969,5.25160312652588000
emp,AUS,1970,5.45074510574341000
emp,AUS,1971,5.57128429412842000
emp,AUS,1972,5.65710115432739000
emp,AUS,1973,5.82446718215942000
emp,AUS,1974,5.94338035583496000
emp,AUS,1975,5.93172168731689000
emp,AUS,1976,6.02538919448853000
emp,AUS,1977,6.08040189743042000
emp,AUS,1978,6.08562612533569000
emp,AUS,1979,6.15809011459351000
emp,AUS,1980,6.32703924179077000
emp,AUS,1981,6.40619230270386000
emp,AUS,1982,6.39564514160156000
emp,AUS,1983,6.29425621032715000
emp,AUS,1984,6.51825380325317000
emp,AUS,1985,6.75058794021606000
emp,AUS,1986,7.04672479629517000
emp,AUS,1987,7.21351623535156000
emp,AUS,1988,7.48635721206665000
emp,AUS,1989,7.79951715469360000
emp,AUS,1990,7.92406034469604000
emp,AUS,1991,7.72667551040649000
emp,AUS,1992,7.68446779251099000
emp,AUS,1993,7.73651170730591000
emp,AUS,1994,7.98380517959595000
emp,AUS,1995,8.30173969268799000
emp,AUS,1996,8.40309810638428000
emp,AUS,1997,8.47740840911865000
emp,AUS,1998,8.66999816894531000
emp,AUS,1999,8.81676578521729000
emp,AUS,2000,9.04248046875000000
emp,AUS,2001,9.13205814361572000
emp,AUS,2002,9.30303001403809000
emp,AUS,2003,9.52004241943359000
emp,AUS,2004,9.71378231048584000
emp,AUS,2005,10.08303451538090000
emp,AUS,2006,10.38521766662600000
emp,AUS,2007,10.76665687561040000
emp,AUS,2008,11.13716125488280000
emp,AUS,2009,11.28225612640380000
emp,AUS,2010,11.58066463470460000
emp,AUS,2011,11.82848167419430000
hc,AUS,1950,2.66941356658936000
hc,AUS,1951,2.68242669105530000
hc,AUS,1952,2.69550299644470000
hc,AUS,1953,2.70864319801331000
hc,AUS,1954,2.72184753417969000
hc,AUS,1955,2.73511600494385000
hc,AUS,1956,2.74690151214600000
hc,AUS,1957,2.75873780250549000
hc,AUS,1958,2.77062487602234000
hc,AUS,1959,2.78256344795227000
hc,AUS,1960,2.79455327987671000
hc,AUS,1961,2.80676031112671000
hc,AUS,1962,2.81902074813843000
hc,AUS,1963,2.83133459091187000
hc,AUS,1964,2.84370231628418000
hc,AUS,1965,2.85612392425537000
hc,AUS,1966,2.87747287750244000
hc,AUS,1967,2.89898109436035000
hc,AUS,1968,2.92065024375916000
hc,AUS,1969,2.94248151779175000
hc,AUS,1970,2.96447587013245000
hc,AUS,1971,2.99286198616028000
hc,AUS,1972,3.02151966094971000
hc,AUS,1973,3.05045199394226000
hc,AUS,1974,3.07966136932373000
hc,AUS,1975,3.10915040969849000
hc,AUS,1976,3.13817119598389000
hc,AUS,1977,3.16746282577515000
hc,AUS,1978,3.19702768325806000
hc,AUS,1979,3.22686886787415000
hc,AUS,1980,3.25698828697205000
hc,AUS,1981,3.25700998306274000
hc,AUS,1982,3.25703167915344000
hc,AUS,1983,3.25705337524414000
hc,AUS,1984,3.25707507133484000
hc,AUS,1985,3.25709676742554000
hc,AUS,1986,3.25985193252563000
hc,AUS,1987,3.26260924339294000
hc,AUS,1988,3.26536917686462000
hc,AUS,1989,3.26813125610352000
hc,AUS,1990,3.27089571952820000
hc,AUS,1991,3.27443718910217000
hc,AUS,1992,3.27798223495483000
hc,AUS,1993,3.28153133392334000
hc,AUS,1994,3.28508400917053000
hc,AUS,1995,3.28864073753357000
hc,AUS,1996,3.29253673553467000
hc,AUS,1997,3.29643750190735000
hc,AUS,1998,3.30034279823303000
hc,AUS,1999,3.30425286293030000
hc,AUS,2000,3.30816745758057000
hc,AUS,2001,3.31305408477783000
hc,AUS,2002,3.31794786453247000
hc,AUS,2003,3.32284903526306000
hc,AUS,2004,3.32775735855103000
hc,AUS,2005,3.33267283439636000
hc,AUS,2006,3.34376525878906000
hc,AUS,2007,3.35489439964294000
hc,AUS,2008,3.36606073379517000
hc,AUS,2009,3.37726402282715000
hc,AUS,2010,3.38850498199463000
hc,AUS,2011,3.38850498199463000
rgdpna,AUS,1950,100252.84375000000000000
rgdpna,AUS,1951,102802.71093750000000000
rgdpna,AUS,1952,98594.75781250000000000
rgdpna,AUS,1953,109290.89843750000000000
rgdpna,AUS,1954,118028.18750000000000000
rgdpna,AUS,1955,122683.67968750000000000
rgdpna,AUS,1956,122965.27343750000000000
rgdpna,AUS,1957,125658.61718750000000000
rgdpna,AUS,1958,134182.31250000000000000
rgdpna,AUS,1959,142401.81250000000000000
rgdpna,AUS,1960,145713.48437500000000000
rgdpna,AUS,1961,147700.48437500000000000
rgdpna,AUS,1962,156973.17187500000000000
rgdpna,AUS,1963,167570.51562500000000000
rgdpna,AUS,1964,178167.85937500000000000
rgdpna,AUS,1965,182141.85937500000000000
rgdpna,AUS,1966,193401.53125000000000000
rgdpna,AUS,1967,203336.54687500000000000
rgdpna,AUS,1968,217907.89062500000000000
rgdpna,AUS,1969,233803.92187500000000000
rgdpna,AUS,1970,243076.59375000000000000
rgdpna,AUS,1971,252551.67187500000000000
rgdpna,AUS,1972,259246.06250000000000000
rgdpna,AUS,1973,269914.78125000000000000
rgdpna,AUS,1974,273250.50000000000000000
rgdpna,AUS,1975,280430.25000000000000000
rgdpna,AUS,1976,290451.37500000000000000
rgdpna,AUS,1977,293028.34375000000000000
rgdpna,AUS,1978,305137.25000000000000000
rgdpna,AUS,1979,314466.09375000000000000
rgdpna,AUS,1980,325161.00000000000000000
rgdpna,AUS,1981,335689.87500000000000000
rgdpna,AUS,1982,327920.62500000000000000
rgdpna,AUS,1983,343483.37500000000000000
rgdpna,AUS,1984,360873.96875000000000000
rgdpna,AUS,1985,377427.90625000000000000
rgdpna,AUS,1986,387315.56250000000000000
rgdpna,AUS,1987,409196.53125000000000000
rgdpna,AUS,1988,425206.34375000000000000
rgdpna,AUS,1989,440437.62500000000000000
rgdpna,AUS,1990,438913.15625000000000000
rgdpna,AUS,1991,440760.78125000000000000
rgdpna,AUS,1992,458815.56250000000000000
rgdpna,AUS,1993,477505.15625000000000000
rgdpna,AUS,1994,496677.59375000000000000
rgdpna,AUS,1995,516512.28125000000000000
rgdpna,AUS,1996,536659.31250000000000000
rgdpna,AUS,1997,560939.06250000000000000
rgdpna,AUS,1998,588729.50000000000000000
rgdpna,AUS,1999,611373.00000000000000000
rgdpna,AUS,2000,622985.06250000000000000
rgdpna,AUS,2001,647363.75000000000000000
rgdpna,AUS,2002,667764.31250000000000000
rgdpna,AUS,2003,695460.25000000000000000
rgdpna,AUS,2004,717622.18750000000000000
rgdpna,AUS,2005,739424.00000000000000000
rgdpna,AUS,2006,767384.31250000000000000
rgdpna,AUS,2007,796338.37500000000000000
rgdpna,AUS,2008,807217.87500000000000000
rgdpna,AUS,2009,826023.68750000000000000
rgdpna,AUS,2010,841764.00000000000000000
rgdpna,AUS,2011,870625.43750000000000000
rkna,AUS,1950,321109.62500000000000000
rkna,AUS,1951,358408.59375000000000000
rkna,AUS,1952,371701.37500000000000000
rkna,AUS,1953,391171.37500000000000000
rkna,AUS,1954,415525.34375000000000000
rkna,AUS,1955,439279.59375000000000000
